,name,group,lat,lon,diameter,updated_diameter,height,year,plot_id,site,x,y,AGB,carbon,Xmin,Ymin,Xmax,Ymax,score,label
0,Cacao,cacao,-2.18122567,-79.57663014,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,2761.628614991289,6831.070677750942,5.444228267440376,2.1232490243017463,3287.972412109375,4006.700353622437,3640.1640625,4236.275054931641,0.4253947138786316,TreeLabel.TREE
1,Cacao,cacao,-2.18131243,-79.57641229,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5067.14176493557,7729.961819882837,5.444228267440376,2.1232490243017463,8335.56655883789,11583.14208984375,8649.624877929688,11958.210693359377,0.4805096387863159,TreeLabel.TREE
2,Cacao,cacao,-2.18143761,-79.57632176,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6025.223497499373,9026.909643437912,5.444228267440376,2.1232490243017463,10048.526123046877,2854.410400390625,10314.501220703123,3092.252197265625,0.3856333494186401,TreeLabel.TREE
3,Cacao,cacao,-2.18159308,-79.57615373,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7803.490077975997,10637.681956329916,5.444228267440376,2.1232490243017463,7506.81982421875,5368.3525390625,7990.2939453125,6073.58349609375,0.6087830066680908,TreeLabel.TREE
4,Cacao,cacao,-2.18149765,-79.57617944,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7531.400369057465,9648.963863967534,5.444228267440376,2.1232490243017463,2674.6806640625,4982.940368652344,2865.978759765625,5184.3720703125,0.2128788828849792,TreeLabel.TREE
5,Cacao,cacao,-2.18148479,-79.57623455,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6948.169569583844,9515.725734786118,5.444228267440376,2.1232490243017463,7114.362548828125,4622.830322265625,7297.98486328125,4817.063537597656,0.3008965253829956,TreeLabel.TREE
6,Cacao,cacao,-2.18137593,-79.57636949,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5520.095461449254,8387.863935202971,5.444228267440376,2.1232490243017463,7884.051513671875,1500.9932861328125,7994.662841796875,1744.95556640625,0.2180559933185577,TreeLabel.TREE
7,Cacao,cacao,-2.18130329,-79.57640082,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5188.529122313572,7635.265357925446,5.444228267440376,2.1232490243017463,7733.01025390625,913.8871459960938,7999.81005859375,1209.21142578125,0.4087694585323334,TreeLabel.TREE
8,Cacao,cacao,-2.18124536,-79.57644545,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,4716.208480336377,7035.0721368188415,5.444228267440376,2.1232490243017463,4731.541259765625,2393.18994140625,4972.105773925781,2654.327880859375,0.3757916092872619,TreeLabel.TREE
9,Cacao,cacao,-2.18114538,-79.57638526,6.079704609119999,6.079704609119999,2.1,2016.0,P8,Nestor Macias RGB,5353.2010737964665,5999.213026741174,4.306795421386322,1.6796502143406655,2638.621826171875,5386.41259765625,2863.740234375,5609.892822265625,0.2851524949073791,TreeLabel.TREE
10,Variedad bifurcada,other,-2.18133239,-79.57629994,17.3831184083,17.3831184083,0.0,2016.0,P8,Nestor Macias RGB,6256.14521854718,7936.760658020556,83.71510984748271,32.64889284051826,3691.506591796875,10630.14501953125,3981.636962890625,10927.671142578123,0.4540197849273681,TreeLabel.TREE
11,Cacao,cacao,-2.18142374,-79.57605575,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8840.415386370853,8883.207244389954,5.444228267440376,2.1232490243017463,6444.21728515625,9841.359497070312,6649.838623046875,10036.547729492188,0.3189631104469299,TreeLabel.TREE
12,Cacao,cacao,-2.18134149,-79.57613521,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7999.487799017503,8031.042693441927,5.444228267440376,2.1232490243017463,12306.708374023438,3860.337158203125,12508.367797851562,3994.32275390625,0.2168613672256469,TreeLabel.TREE
13,Cacao,cacao,-2.18121117,-79.57625939,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6685.287096956778,6680.84106086881,5.444228267440376,2.1232490243017463,10318.130615234377,7389.017333984375,10516.496826171877,7557.238037109375,0.2769430875778198,TreeLabel.TREE
14,Cacao,cacao,-2.18109182,-79.57644482,5.18843901197,5.18843901197,2.0,2016.0,P8,Nestor Macias RGB,4722.875789297237,5444.29590396078,3.146586189875023,1.227168614051259,6331.407958984375,4760.651977539063,6579.183837890625,5008.301940917969,0.5559272170066833,TreeLabel.TREE
15,Cacao,cacao,-2.18132966,-79.57593259999999,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,10143.715567152767,7908.476047390462,5.444228267440376,2.1232490243017463,6730.99609375,3289.715576171875,6975.15869140625,3511.661376953125,0.4241949915885925,TreeLabel.TREE
16,Cacao,cacao,-2.18118147,-79.57609707,7.027643045439999,7.027643045439999,2.0,2016.0,P8,Nestor Macias RGB,8403.124574486079,6373.1293628346375,5.73786239730193,2.237766334947753,9073.555297851562,6887.391845703125,9341.705932617188,7171.1875,0.5786086320877075,TreeLabel.TREE
17,Cacao,cacao,-2.18105584,-79.57613505,7.499136400619999,7.499136400619999,2.0,2016.0,P8,Nestor Macias RGB,8001.181083854444,5071.519240825266,6.525130701104692,2.54480097343083,6347.873779296875,11311.308837890623,6566.301025390625,11498.2919921875,0.2023573517799377,TreeLabel.TREE
18,Cacao,cacao,-2.18103656,-79.57613349,6.989187406139997,6.989187406139997,2.2,2016.0,P8,Nestor Macias RGB,8017.690611127418,4871.765653684845,5.675861271205516,2.2135858957701515,6441.235107421875,8481.131134033203,6671.78564453125,8727.139221191406,0.456764817237854,TreeLabel.TREE
19,Guaba,fruit,-2.18107326,-79.57620481,14.9605296664,14.9605296664,0.0,2016.0,P8,Nestor Macias RGB,7262.908890586626,5252.001994349074,98.14315157367776,38.275829113734325,8481.538391113281,8220.769958496094,8748.197021484375,8491.271240234375,0.58461594581604,TreeLabel.TREE
20,Guaba,fruit,-2.18115753,-79.57587031,6.270690094219999,6.270690094219999,0.0,2016.0,P8,Nestor Macias RGB,10802.932524266907,6125.0950850301815,9.883539267197696,3.8545803142071016,6905.337158203125,1553.077880859375,7226.606689453125,1893.612060546875,0.5540034770965576,TreeLabel.TREE
21,Cacao,cacao,-2.18110262,-79.57593161,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,10154.19276718474,5556.191066882298,5.444228267440376,2.1232490243017463,5058.41796875,8959.758422851562,5240.8958740234375,9150.543212890623,0.2727133333683014,TreeLabel.TREE
22,Cacao,cacao,-2.18096583,-79.57605325,6.01301050093,6.01301050093,2.0,2016.0,P8,Nestor Macias RGB,8866.872962042056,4138.955943187052,4.213752465205045,1.6433634614299677,8126.541748046875,3554.166748046875,8455.592224121094,3893.16455078125,0.6349350810050964,TreeLabel.TREE
23,Cacao,cacao,-2.1809332,-79.57615247,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7816.824696198505,3800.887501884101,5.444228267440376,2.1232490243017463,7286.347412109375,8480.514678955078,7621.422119140625,8789.396423339844,0.6257747411727905,TreeLabel.TREE
24,Cacao,cacao,-2.18091683,-79.57622932,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7003.51881802035,3631.283444753652,5.444228267440376,2.1232490243017463,6368.109130859375,1940.4527587890625,6687.96923828125,2280.12060546875,0.5755200982093811,TreeLabel.TREE
25,Otra variedad,other,-2.18108113,-79.57594185,11.777438248,11.777438248,0.0,2016.0,P8,Nestor Macias RGB,10045.822536868527,5333.540413997212,35.2327066598089,13.740755597325473,2688.204345703125,4718.0924072265625,2870.732666015625,4909.258239746094,0.2485558986663818,TreeLabel.TREE
26,Musacea,banana,-2.18115496,-79.57586025,10.3450471098,10.3450471098,0.0,2016.0,P8,Nestor Macias RGB,10909.397808972366,6098.468180521159,4.350121845877161,1.6965475198920927,8011.966397285461,3080.0908203125,8259.699249267578,3344.5908203125,0.4384229779243469,TreeLabel.TREE
27,Musacea,banana,-2.18085237,-79.57623722,11.0134963076,11.0134963076,0.0,2016.0,P8,Nestor Macias RGB,6919.912878688794,2963.435092730097,4.9707503658321,1.9385926426745188,3481.368408203125,10305.67626953125,3818.953857421875,10646.32861328125,0.6297928094863892,TreeLabel.TREE
28,Musacea,banana,-2.18107918,-79.57602371,16.2337662338,16.2337662338,0.0,2016.0,P8,Nestor Macias RGB,9179.495676961062,5313.33712069066,11.3583262202115,4.429747225882485,8275.761627197266,9692.878295898438,8445.854064941406,9875.750854492188,0.2872206568717956,TreeLabel.TREE
29,Sapote,fruit,-2.18125341,-79.57589527,13.2416603005,13.2416603005,0.0,2016.0,P8,Nestor Macias RGB,10538.780088049736,7118.475475846859,71.1095692429702,27.73273200475838,6173.109619140625,1753.409912109375,6362.236328125,1955.255615234375,0.2349818050861358,TreeLabel.TREE
30,Musacea,banana,-2.18111405,-79.57603169,16.3292589763,16.3292589763,0.0,2016.0,P8,Nestor Macias RGB,9095.043095286232,5674.613447642591,11.501112468641814,4.485433862770308,2594.369873046875,8974.043090820312,2868.10546875,9224.931640625,0.3527141809463501,TreeLabel.TREE
31,Naranja,citrus,-2.18100834,-79.57615964,5.411255411259999,5.411255411259999,0.0,2016.0,P8,Nestor Macias RGB,7740.944368944893,4579.38773723952,6.697408784334964,2.611989425890636,4717.997253417969,9316.91064453125,4915.474853515625,9521.198852539062,0.335753321647644,TreeLabel.TREE
32,Musacea,banana,-2.1811375,-79.57602364,9.32645785587,9.32645785587,0.0,2016.0,P8,Nestor Macias RGB,9180.236489067824,5917.571000465931,3.488332659594416,1.3604497372418225,10181.07666015625,3079.76416015625,10406.380615234377,3327.298828125,0.4917199909687042,TreeLabel.TREE
33,Musacea,banana,-2.18129922,-79.5759152,20.8492487904,20.8492487904,0.0,2016.0,P8,Nestor Macias RGB,10327.860294335693,7593.097458568767,19.3545835768867,7.548287594985814,1646.6085205078125,6804.166015625,1982.7791748046875,7170.228515625,0.6635119915008545,TreeLabel.TREE
34,Musacea,banana,-2.18116278,-79.57621221,7.63941940413,7.63941940413,0.0,2016.0,P8,Nestor Macias RGB,7184.594466389312,6179.488567006176,2.2805510984426856,0.8894149283926474,3124.134765625,9756.104248046877,3459.521728515625,10129.15283203125,0.5856391787528992,TreeLabel.TREE
35,Otra variedad,other,-2.18102093,-79.57634918,10.981665393399998,10.981665393399998,0.0,2016.0,P8,Nestor Macias RGB,5735.03680685783,4709.828487346518,30.15820046843423,11.76169818268935,3625.916015625,7557.4765625,3989.4365234375,7994.406005859375,0.5030860304832458,TreeLabel.TREE
