,xmin,ymin,xmax,ymax,score,label
0,3472.602783203125,2084.35986328125,3740.785400390625,2330.677001953125,0.6261125802993774,Tree
1,2925.480224609375,2230.653076171875,3442.99072265625,2764.0712890625,0.5799851417541504,Tree
2,2368.9951171875,3021.250244140625,2828.61669921875,3481.8447265625,0.5082868933677673,Tree
3,1431.5777587890625,3564.384033203125,2030.847412109375,3988.49365234375,0.45221036672592163,Tree
4,2025.169921875,3700.9072265625,2357.97900390625,3998.964111328125,0.4418259859085083,Tree
5,2573.95751953125,3519.0380859375,2763.662353515625,3717.144775390625,0.4371413588523865,Tree
6,3754.857421875,1319.1103515625,3996.608642578125,1762.1383056640625,0.42695415019989014,Tree
7,2694.220947265625,3888.43115234375,2904.278564453125,3996.039794921875,0.4193868041038513,Tree
8,1995.7008056640625,3282.95654296875,2403.869140625,3694.02734375,0.399111807346344,Tree
9,3224.88671875,3790.151611328125,3536.514892578125,3991.01123046875,0.37706780433654785,Tree
10,3633.49658203125,1735.4127197265625,3960.35302734375,2067.731689453125,0.35984519124031067,Tree
11,3752.653076171875,3001.18212890625,3996.187744140625,3277.711669921875,0.34864622354507446,Tree
12,2579.236328125,2718.630126953125,2921.383056640625,3048.694091796875,0.34132951498031616,Tree
13,3051.3916015625,2826.31396484375,3393.268310546875,3130.018798828125,0.33348554372787476,Tree
14,2862.0595703125,3658.420654296875,3095.57666015625,3919.435302734375,0.32607364654541016,Tree
15,3798.4140625,2228.4853515625,3989.523681640625,2432.676025390625,0.3013608157634735,Tree
16,2354.04541015625,3870.2841796875,2575.9228515625,3997.11474609375,0.28703051805496216,Tree
17,3713.132568359375,2062.470703125,3871.430419921875,2225.61083984375,0.25836968421936035,Tree
18,3479.392578125,3797.78564453125,3838.915771484375,3994.10693359375,0.2554844617843628,Tree
19,3590.5126953125,3453.405029296875,3877.275634765625,3728.206787109375,0.2539367377758026,Tree
20,3049.57421875,3177.892822265625,3301.979248046875,3413.0869140625,0.2536749243736267,Tree
21,3416.28466796875,2837.5400390625,3661.795654296875,3081.919921875,0.22630766034126282,Tree
22,3213.4873046875,2115.30078125,3465.755615234375,2353.924560546875,0.21984747052192688,Tree
23,2142.72265625,3004.06982421875,2452.160400390625,3319.1689453125,0.21638983488082886,Tree
24,1688.3033447265625,3327.8466796875,1977.8797607421875,3589.185791015625,0.21620911359786987,Tree
25,2886.461181640625,3299.139892578125,3078.594970703125,3479.09228515625,0.20432496070861816,Tree
26,3883.32080078125,1988.9327392578125,3994.606201171875,2206.39111328125,0.2011537253856659,Tree
27,3343.06005859375,1863.291259765625,3597.6572265625,2106.1826171875,0.2006428837776184,Tree
28,4151.944931030273,3735.267578125,4467.185119628906,3998.487548828125,0.6098544597625732,Tree
29,6031.480224609375,1571.7603759765625,6267.0283203125,1811.8359375,0.5546510219573975,Tree
30,4244.2303466796875,1862.15966796875,4533.3748779296875,2123.33642578125,0.5260315537452698,Tree
31,4440.507720947266,1087.2784423828125,4823.124816894531,1479.9266357421875,0.5012708902359009,Tree
32,5451.066162109375,3754.7666015625,5709.073974609375,3983.00537109375,0.47441384196281433,Tree
33,5065.991455078125,1530.2100830078125,5312.2353515625,1766.59619140625,0.43924883008003235,Tree
34,4000.908043384552,1628.8587646484375,4174.949203491211,1968.265625,0.4208453893661499,Tree
35,5277.9249267578125,2414.3857421875,5534.5643310546875,2679.907470703125,0.42045190930366516,Tree
36,5674.5367431640625,423.51947021484375,6563.74658203125,1398.984375,0.4198228716850281,Tree
37,5575.3804931640625,1333.1695556640625,5814.47216796875,1580.144287109375,0.41149500012397766,Tree
38,4870.120544433594,3494.653076171875,5151.3092041015625,3791.79052734375,0.41142919659614563,Tree
39,5033.2357177734375,2180.3525390625,5321.425048828125,2420.123779296875,0.41140344738960266,Tree
40,5755.386474609375,2257.420654296875,5998.744384765625,2513.4375,0.40708938241004944,Tree
41,6679.021484375,1354.132568359375,6922.428955078125,1597.32373046875,0.393194317817688,Tree
42,7509.433837890625,198.97714233398438,7984.656005859375,1123.4027099609375,0.3747105002403259,Tree
43,5989.1844482421875,3283.796875,6231.65869140625,3539.531494140625,0.36508655548095703,Tree
44,4004.9745321273804,1982.078369140625,4132.074127197266,2218.939453125,0.3574201166629791,Tree
45,5480.088134765625,2573.16796875,5960.6072998046875,3066.602783203125,0.35440659523010254,Tree
46,5020.528259277344,2710.2958984375,5273.9515380859375,2940.93115234375,0.33285292983055115,Tree
47,4947.980895996094,1394.4122314453125,5132.3797607421875,1574.1463623046875,0.331443190574646,Tree
48,7687.185546875,3689.615966796875,7998.071044921875,3996.82275390625,0.3284153640270233,Tree
49,6455.6767578125,1934.69775390625,6617.124267578125,2106.8857421875,0.3276658058166504,Tree
50,6641.891845703125,1870.819580078125,7623.369384765625,2779.2080078125,0.325117826461792,Tree
51,4565.7098388671875,3636.087646484375,4841.525817871094,3941.79931640625,0.3219178318977356,Tree
52,5507.3460693359375,3283.16650390625,5998.6280517578125,3737.791748046875,0.31831225752830505,Tree
53,4004.732086658478,2765.39404296875,4280.875213623047,3061.129150390625,0.3178001344203949,Tree
54,6685.317626953125,1040.4161376953125,6848.36474609375,1212.4068603515625,0.3149188160896301,Tree
55,4002.2126829624176,2349.750244140625,4197.209197998047,2715.201904296875,0.31209027767181396,Tree
56,5956.0615234375,2474.031982421875,6473.52783203125,3037.99560546875,0.30496746301651,Tree
57,5179.5635986328125,603.6063842773438,5469.5484619140625,840.7511596679688,0.30036741495132446,Tree
58,4983.967956542969,1145.4686279296875,5178.817626953125,1349.0869140625,0.2938680648803711,Tree
59,6533.344482421875,2815.620361328125,6794.969970703125,3047.736572265625,0.2936883866786957,Tree
60,4118.338592529297,2178.6123046875,4399.517791748047,2416.334716796875,0.2905389070510864,Tree
61,4012.689995765686,3328.512939453125,4222.783264160156,3753.76806640625,0.2737833261489868,Tree
62,6756.790771484375,3359.938232421875,6989.1845703125,3575.171875,0.27229052782058716,Tree
63,7557.484619140625,3295.465087890625,7871.458740234375,3632.08056640625,0.2674980163574219,Tree
64,5048.14208984375,2460.903564453125,5287.641845703125,2691.7802734375,0.2670378088951111,Tree
65,5632.6654052734375,3881.241943359375,5868.57421875,3995.075439453125,0.2664627432823181,Tree
66,4456.790924072266,3001.79541015625,4786.471923828125,3331.13330078125,0.2607102394104004,Tree
67,7509.72802734375,1179.9176025390625,7717.20263671875,1384.4964599609375,0.26067835092544556,Tree
