,xmin,ymin,xmax,ymax,score,label
0,3259.540283203125,3475.11767578125,3614.737548828125,3921.431640625,0.43240028619766235,Tree
1,2252.07861328125,3129.02978515625,3099.1396484375,3964.230712890625,0.4096633195877075,Tree
2,3742.93798828125,3458.5732421875,3990.47119140625,3994.39453125,0.3332495093345642,Tree
3,1659.0753173828125,3775.9619140625,2138.61181640625,3995.636962890625,0.3208742141723633,Tree
4,3509.222412109375,3121.70263671875,3918.738037109375,3519.72265625,0.2864047884941101,Tree
5,3777.0888671875,2700.40185546875,3993.894287109375,3152.482177734375,0.2854442596435547,Tree
6,2955.7802734375,3726.280517578125,3244.322509765625,3992.480224609375,0.2598581314086914,Tree
7,2130.925537109375,3793.080810546875,2493.96240234375,3988.01611328125,0.2533606290817261,Tree
8,2664.935546875,2903.450927734375,2910.48876953125,3141.31201171875,0.20603284239768982,Tree
9,7069.27392578125,3074.3984375,7558.576416015625,3546.99365234375,0.7582486867904663,Tree
10,7538.21875,1921.9051513671875,8000.0,2460.181640625,0.7471911907196045,Tree
11,7441.07958984375,3778.79443359375,7786.216064453125,3989.46044921875,0.6024394035339355,Tree
12,6824.5419921875,3554.04443359375,7422.58203125,3990.701904296875,0.5933796167373657,Tree
13,5246.67919921875,3755.029052734375,5625.6051025390625,3993.57470703125,0.5705890655517578,Tree
14,6462.535400390625,3482.81787109375,6915.0634765625,3974.115478515625,0.5635630488395691,Tree
15,4349.553405761719,2134.91455078125,4763.1409912109375,2512.070068359375,0.52182537317276,Tree
16,5809.5977783203125,3221.689697265625,6428.02734375,3893.206787109375,0.5129314661026001,Tree
17,6145.019287109375,3791.071533203125,6545.329833984375,3987.765869140625,0.5042773485183716,Tree
18,6715.233642578125,1850.5628662109375,7465.97314453125,2782.34619140625,0.5021544694900513,Tree
19,6464.52587890625,2900.617431640625,7036.474853515625,3484.264404296875,0.5019196271896362,Tree
20,4001.815445423126,3688.10693359375,4289.634246826172,4000.0,0.49762049317359924,Tree
21,4997.787780761719,2824.525146484375,5284.999267578125,3141.78857421875,0.4902708828449249,Tree
22,7402.607421875,3502.411865234375,7673.925048828125,3764.775390625,0.464452862739563,Tree
23,4470.396575927734,2593.3193359375,4931.230224609375,3052.75732421875,0.4606833755970001,Tree
24,7639.09521484375,3226.7373046875,7992.901611328125,3680.251708984375,0.4493933618068695,Tree
25,7466.275634765625,2755.007568359375,7983.581298828125,3221.076904296875,0.43893033266067505,Tree
26,7792.26123046875,1592.3729248046875,7997.448486328125,1942.3798828125,0.41341114044189453,Tree
27,7118.868896484375,1281.5478515625,7692.78955078125,1825.2791748046875,0.39802616834640503,Tree
28,7804.5595703125,3632.292724609375,7999.85498046875,4000.0,0.397020161151886,Tree
29,7613.288818359375,1115.3848876953125,7989.220458984375,1559.51708984375,0.38486552238464355,Tree
30,4501.088623046875,3773.71826171875,4839.547180175781,3988.962158203125,0.37810003757476807,Tree
31,5585.309326171875,2678.50927734375,6011.556396484375,3194.576171875,0.35267743468284607,Tree
32,5251.1031494140625,1942.777099609375,5950.211669921875,2717.7099609375,0.3480076193809509,Tree
33,6063.437255859375,2441.92333984375,6552.853271484375,2884.17626953125,0.34470927715301514,Tree
34,4042.240104675293,2557.949951171875,4483.103515625,3015.117431640625,0.3382018804550171,Tree
35,7864.409423828125,2464.78466796875,7994.25146484375,2788.033447265625,0.2896232008934021,Tree
36,6202.87939453125,2069.225830078125,6542.28125,2408.94921875,0.27632737159729004,Tree
37,6579.58984375,2321.15087890625,6811.68212890625,2557.114501953125,0.27596980333328247,Tree
38,6034.9903564453125,1762.4996337890625,6357.867431640625,2084.150146484375,0.2707430124282837,Tree
39,5315.7362060546875,3210.553466796875,5803.7177734375,3665.19140625,0.25873178243637085,Tree
40,5997.9482421875,2896.197509765625,6205.18212890625,3086.117919921875,0.22820311784744263,Tree
41,4800.956787109375,3604.169921875,4995.7987060546875,3812.788330078125,0.22680699825286865,Tree
42,4328.2255859375,3600.470458984375,4513.3912353515625,3795.39794921875,0.2254718542098999,Tree
43,4888.3736572265625,3137.6357421875,5070.8187255859375,3330.98974609375,0.2247217297554016,Tree
44,4016.2250003814697,3049.606201171875,4380.8988037109375,3465.55224609375,0.22343546152114868,Tree
45,5638.988525390625,3818.232177734375,5975.023193359375,3993.185791015625,0.22313567996025085,Tree
46,4003.2682299613953,2820.564453125,4133.115234375,3112.272216796875,0.2226012647151947,Tree
47,6293.463623046875,3435.50927734375,6511.50390625,3674.6953125,0.2225545048713684,Tree
48,7443.296875,2418.974365234375,7869.010498046875,2814.698974609375,0.21883076429367065,Tree
49,5608.2860107421875,3549.59130859375,5809.111572265625,3747.25341796875,0.21759623289108276,Tree
50,7569.125732421875,1574.328857421875,7755.67919921875,1777.894775390625,0.21122390031814575,Tree
51,7280.84375,2142.433349609375,7532.760498046875,2379.81298828125,0.20174288749694824,Tree
52,4967.663818359375,3727.263671875,5226.6937255859375,3995.635009765625,0.2016313672065735,Tree
53,10211.036865234375,2554.507568359375,11146.5322265625,3433.7021484375,0.818736732006073,Tree
54,10290.177978515625,229.6033477783203,11310.072509765625,1237.9075927734375,0.7508068084716797,Tree
55,10900.587158203125,1414.58447265625,12000.0,2635.480224609375,0.7298498153686523,Tree
56,9288.511840820312,3313.10791015625,9981.47607421875,4000.0,0.7136198282241821,Tree
57,11274.38525390625,3402.37060546875,11641.887451171875,3776.68798828125,0.6820104122161865,Tree
58,11590.115966796875,3658.595458984375,11984.087890625,3998.542724609375,0.6494995951652527,Tree
59,8084.482574462891,1631.7738037109375,8832.458129882812,2288.66845703125,0.6407105922698975,Tree
60,8718.338989257812,2636.25244140625,9133.17138671875,3024.09423828125,0.6262140274047852,Tree
61,11387.34130859375,690.6763916015625,11980.089111328125,1413.259765625,0.5984888076782227,Tree
62,8053.6568031311035,1030.968505859375,8568.703979492188,1563.18603515625,0.5976428389549255,Tree
