,xmin,ymin,xmax,ymax,score,label
0,2628.322021484375,3071.7763671875,2872.077392578125,3334.477783203125,0.6024710536003113,Tree
1,1783.682373046875,3419.01611328125,2029.9801025390625,3655.197998046875,0.581091046333313,Tree
2,2118.699462890625,3828.580810546875,2354.572021484375,3998.114501953125,0.5585614442825317,Tree
3,3796.686279296875,2701.232666015625,3997.94287109375,3050.047607421875,0.5385581851005554,Tree
4,2027.9063720703125,2961.63232421875,2254.1484375,3190.377197265625,0.5234314203262329,Tree
5,3020.788818359375,3793.5546875,3310.60595703125,3995.90234375,0.5046238899230957,Tree
6,3569.033447265625,2696.3369140625,3762.72021484375,2893.47216796875,0.4995471239089966,Tree
7,3802.64501953125,3538.922119140625,3996.50048828125,3772.392822265625,0.4972396194934845,Tree
8,3307.902587890625,1399.7176513671875,3928.4990234375,2027.1376953125,0.49347996711730957,Tree
9,3716.93017578125,3807.490478515625,3970.01123046875,3993.89794921875,0.49062708020210266,Tree
10,2301.181884765625,3022.67724609375,2529.66943359375,3250.6162109375,0.480934202671051,Tree
11,3496.969970703125,2395.48974609375,3713.973388671875,2609.218017578125,0.4803768992424011,Tree
12,3883.502197265625,3192.57666015625,3998.450927734375,3425.300537109375,0.4754175543785095,Tree
13,3822.7685546875,2471.755859375,3999.1025390625,2669.035888671875,0.4752722382545471,Tree
14,1444.388671875,3082.642822265625,1816.9854736328125,3430.902099609375,0.4666271209716797,Tree
15,1887.2628173828125,3697.4794921875,2074.16943359375,3884.974365234375,0.45810213685035706,Tree
16,2732.817626953125,2746.03076171875,2993.27880859375,3000.4697265625,0.4465996026992798,Tree
17,3088.282470703125,2438.7685546875,3325.39208984375,2678.934814453125,0.4437435567378998,Tree
18,3618.880615234375,1167.4962158203125,3841.1357421875,1388.53173828125,0.4421209394931793,Tree
19,2025.869140625,1680.7708740234375,2544.21875,2197.968505859375,0.42946138978004456,Tree
20,3379.770263671875,3877.04248046875,3578.75048828125,3997.85302734375,0.42417705059051514,Tree
21,2542.60302734375,3573.93896484375,2786.8984375,3850.019287109375,0.4108026623725891,Tree
22,2262.02099609375,3338.8466796875,2516.6123046875,3580.74609375,0.4084239900112152,Tree
23,2715.30126953125,1196.494140625,3055.19677734375,1613.6558837890625,0.40313607454299927,Tree
24,3049.653076171875,989.6051635742188,3306.78076171875,1213.84814453125,0.39575114846229553,Tree
25,3745.76025390625,521.6434936523438,3992.55615234375,1012.37158203125,0.39132291078567505,Tree
26,3275.930419921875,834.5585327148438,3481.318115234375,1036.8929443359375,0.38141632080078125,Tree
27,1142.508544921875,3614.332763671875,1625.6134033203125,3993.417724609375,0.37948235869407654,Tree
28,3356.94580078125,3490.341796875,3544.104248046875,3682.870361328125,0.37676286697387695,Tree
29,3048.396484375,3402.2880859375,3235.101806640625,3589.11181640625,0.3767506778240204,Tree
30,3587.170654296875,3400.769287109375,3795.141845703125,3585.241455078125,0.37364068627357483,Tree
31,3396.957763671875,1107.5517578125,3594.191162109375,1300.418212890625,0.37002986669540405,Tree
32,2698.10205078125,1859.48193359375,2922.760498046875,2076.665771484375,0.36931630969047546,Tree
33,2038.55419921875,2276.1611328125,2484.2001953125,2759.583740234375,0.36080843210220337,Tree
34,3494.74609375,3695.86767578125,3643.825439453125,3858.71630859375,0.3568984270095825,Tree
35,2847.6796875,3345.769287109375,3000.802490234375,3512.4326171875,0.3462426960468292,Tree
36,3160.43017578125,1865.1988525390625,3346.166015625,2055.632568359375,0.33901846408843994,Tree
37,3883.71630859375,910.4248046875,3995.298095703125,1133.006103515625,0.3378889262676239,Tree
38,2975.33056640625,2708.423828125,3138.591064453125,2881.402587890625,0.33056068420410156,Tree
39,3184.048828125,1176.4598388671875,3427.289306640625,1412.6239013671875,0.3264567255973816,Tree
40,2995.60400390625,3008.978759765625,3305.91845703125,3337.770751953125,0.32497304677963257,Tree
41,2890.1865234375,3646.7314453125,3064.173828125,3823.76708984375,0.3202219605445862,Tree
42,2522.96044921875,3867.2177734375,2726.558837890625,3996.444091796875,0.31422507762908936,Tree
