img_path,xmin,ymin,xmax,ymax,score,img_name,tile_index,tile_xmin,tile_ymin,tile_xmax,tile_ymax,x,y,Xmin,Ymin,Xmax,Ymax,X,Y,lon,lat
Flora Pluas RGB_11_7600_3800_11600_7800.png,34.89593505859375,97.88224792480467,686.8008422851562,797.4243774414062,0.8291505575180054,Flora Pluas RGB,11,7600,3800,11600,7800,360.848388671875,447.65331268310547,7634.895935058594,3897.8822479248047,8286.800842285156,4597.424377441406,7960.848388671875,4247.6533126831055,-79.54116684242611,-2.2296497883316055
Flora Pluas RGB_11_7600_3800_11600_7800.png,3120.083984375,376.9506530761719,3499.689208984375,744.2349853515625,0.7793786525726318,Flora Pluas RGB,11,7600,3800,11600,7800,3309.8865966796875,560.5928192138672,10720.083984375,4176.950653076172,11099.689208984375,4544.2349853515625,10909.886596679688,4360.592819213867,-79.54091709577165,-2.229659443488223
Flora Pluas RGB_11_7600_3800_11600_7800.png,525.5294189453125,1938.90576171875,838.9359130859375,2290.689208984375,0.7532992959022522,Flora Pluas RGB,11,7600,3800,11600,7800,682.232666015625,2114.7974853515625,8125.5294189453125,5738.90576171875,8438.935913085938,6090.689208984375,8282.232666015625,5914.7974853515625,-79.54113962519718,-2.2297923118699616
Flora Pluas RGB_11_7600_3800_11600_7800.png,2537.7548828125,25.84419059753418,2884.33203125,382.363037109375,0.752966046333313,Flora Pluas RGB,11,7600,3800,11600,7800,2711.04345703125,204.1036138534546,10137.7548828125,3825.844190597534,10484.33203125,4182.363037109375,10311.04345703125,4004.1036138534546,-79.54096781029622,-2.2296289673579834
Flora Pluas RGB_11_7600_3800_11600_7800.png,3719.072265625,3173.755126953125,3993.467041015625,3546.478271484375,0.6691997647285461,Flora Pluas RGB,11,7600,3800,11600,7800,3856.2696533203125,3360.11669921875,11319.072265625,6973.755126953125,11593.467041015625,7346.478271484375,11456.269653320312,7160.11669921875,-79.54087082396002,-2.229898773748696
Flora Pluas RGB_11_7600_3800_11600_7800.png,186.5091857910156,1196.55615234375,534.4307861328125,1541.3377685546875,0.6654089689254761,Flora Pluas RGB,11,7600,3800,11600,7800,360.46998596191406,1368.9469604492188,7786.509185791016,4996.55615234375,8134.4307861328125,5341.3377685546875,7960.469985961914,5168.946960449219,-79.54116687447208,-2.229728549384607
Flora Pluas RGB_11_7600_3800_11600_7800.png,598.5546875,1218.641845703125,928.120361328125,1557.8765869140625,0.6623348593711853,Flora Pluas RGB,11,7600,3800,11600,7800,763.3375244140625,1388.2592163085938,8198.5546875,5018.641845703125,8528.120361328125,5357.8765869140625,8363.337524414062,5188.259216308594,-79.54113275662999,-2.2297302003822135
Flora Pluas RGB_11_7600_3800_11600_7800.png,3574.465576171875,9.001895904541016,3959.43017578125,392.1514892578125,0.6609373688697815,Flora Pluas RGB,11,7600,3800,11600,7800,3766.9478759765625,200.57669258117676,11174.465576171875,3809.001895904541,11559.43017578125,4192.1514892578125,11366.947875976562,4000.5766925811768,-79.54087838839746,-2.2296286658427893
Flora Pluas RGB_11_7600_3800_11600_7800.png,3480.46142578125,2428.486572265625,3804.5419921875,2770.253662109375,0.654798150062561,Flora Pluas RGB,11,7600,3800,11600,7800,3642.501708984375,2599.3701171875,11080.46142578125,6228.486572265625,11404.5419921875,6570.253662109375,11242.501708984375,6399.3701171875,-79.54088892743144,-2.22983373780493
Flora Pluas RGB_11_7600_3800_11600_7800.png,870.0425415039062,3381.961669921875,1239.24365234375,3790.692138671875,0.6520397663116455,Flora Pluas RGB,11,7600,3800,11600,7800,1054.6430969238281,3586.326904296875,8470.042541503906,7181.961669921875,8839.24365234375,7590.692138671875,8654.643096923828,7386.326904296875,-79.54110808669117,-2.229918112375414
Flora Pluas RGB_11_7600_3800_11600_7800.png,2038.1492919921875,1304.02001953125,2460.896484375,1698.890380859375,0.648504912853241,Flora Pluas RGB,11,7600,3800,11600,7800,2249.5228881835938,1501.4552001953125,9638.149291992188,5104.02001953125,10060.896484375,5498.890380859375,9849.522888183594,5301.4552001953125,-79.54100689531646,-2.229739877464985
Flora Pluas RGB_11_7600_3800_11600_7800.png,1089.0439453125,2909.27001953125,1436.656005859375,3285.42236328125,0.6463860869407654,Flora Pluas RGB,11,7600,3800,11600,7800,1262.8499755859375,3097.34619140625,8689.0439453125,6709.27001953125,9036.656005859375,7085.42236328125,8862.849975585938,6897.34619140625,-79.54109045417246,-2.2298763095952276
Flora Pluas RGB_11_7600_3800_11600_7800.png,1271.705322265625,185.08529663085935,1580.5445556640625,523.5336303710938,0.6435386538505554,Flora Pluas RGB,11,7600,3800,11600,7800,1426.1249389648438,354.30946350097656,8871.705322265625,3985.0852966308594,9180.544555664062,4323.533630371094,9026.124938964844,4154.309463500977,-79.54107662682505,-2.229641808400483
Flora Pluas RGB_11_7600_3800_11600_7800.png,215.64048767089844,1569.477783203125,566.2392578125,1980.9239501953125,0.6316163539886475,Flora Pluas RGB,11,7600,3800,11600,7800,390.9398727416992,1775.2008666992188,7815.640487670898,5369.477783203125,8166.2392578125,5780.9239501953125,7990.939872741699,5575.200866699219,-79.54116429405374,-2.2297632798807085
Flora Pluas RGB_11_7600_3800_11600_7800.png,2999.856201171875,2.018603563308716,3364.766845703125,368.8402404785156,0.6286497712135315,Flora Pluas RGB,11,7600,3800,11600,7800,3182.3115234375,185.42942202091217,10599.856201171875,3802.0186035633087,10964.766845703125,4168.840240478516,10782.3115234375,3985.429422020912,-79.54092789978485,-2.2296273709082346
