img_path,xmin,ymin,xmax,ymax,score,img_name,tile_index,tile_xmin,tile_ymin,tile_xmax,tile_ymax,x,y,Xmin,Ymin,Xmax,Ymax,X,Y,lon,lat
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,2571.45556640625,47.51913070678711,2872.551025390625,374.5960693359375,0.693844199180603,Carlos Vera Guevara RGB,3,0,8305,4000,12305,2722.0032958984375,211.0576000213623,2571.45556640625,8352.519130706787,2872.551025390625,8679.596069335938,2722.0032958984375,8516.057600021362,-79.59120192650356,-1.1990005604161187
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,3238.255615234375,1660.471923828125,3464.860107421875,1884.4942626953125,0.6131395101547241,Carlos Vera Guevara RGB,3,0,8305,4000,12305,3351.557861328125,1772.4830932617188,3238.255615234375,9965.471923828125,3464.860107421875,10189.494262695312,3351.557861328125,10077.483093261719,-79.5911372852945,-1.1991609959762564
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,2995.390625,1132.3138427734375,3326.18798828125,1458.32666015625,0.5996897220611572,Carlos Vera Guevara RGB,3,0,8305,4000,12305,3160.789306640625,1295.3202514648438,2995.390625,9437.313842773438,3326.18798828125,9763.32666015625,3160.789306640625,9600.320251464844,-79.59115687296918,-1.1991119677721365
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,1993.677490234375,567.156982421875,2286.524169921875,838.4458618164062,0.5918763279914856,Carlos Vera Guevara RGB,3,0,8305,4000,12305,2140.100830078125,702.8014221191406,1993.677490234375,8872.156982421875,2286.524169921875,9143.445861816406,2140.100830078125,9007.80142211914,-79.59126167490507,-1.1990510868074733
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,3755.1171875,1449.953857421875,3993.313232421875,1813.4808349609373,0.5860702991485596,Carlos Vera Guevara RGB,3,0,8305,4000,12305,3874.2152099609375,1631.7173461914062,3755.1171875,9754.953857421875,3993.313232421875,10118.480834960938,3874.2152099609375,9936.717346191406,-79.59108362004481,-1.1991465323777195
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,3525.4189453125,2093.327392578125,3884.277587890625,2481.263916015625,0.5839836597442627,Carlos Vera Guevara RGB,3,0,8305,4000,12305,3704.8482666015625,2287.295654296875,3525.4189453125,10398.327392578125,3884.277587890625,10786.263916015625,3704.8482666015625,10592.295654296875,-79.59110101025146,-1.1992138926671025
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,2084.505126953125,1436.307373046875,2352.802734375,1724.1512451171875,0.5690591931343079,Carlos Vera Guevara RGB,3,0,8305,4000,12305,2218.6539306640625,1580.2293090820312,2084.505126953125,9741.307373046875,2352.802734375,10029.151245117188,2218.6539306640625,9885.229309082031,-79.5912536092541,-1.1991412420118903
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,3320.709228515625,917.7235107421876,3571.891357421875,1163.5216064453125,0.5627548098564148,Carlos Vera Guevara RGB,3,0,8305,4000,12305,3446.30029296875,1040.62255859375,3320.709228515625,9222.723510742188,3571.891357421875,9468.521606445312,3446.30029296875,9345.62255859375,-79.59112755736038,-1.1990857977325167
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,3352.775146484375,539.6299438476562,3645.861572265625,862.8723754882812,0.5433006286621094,Carlos Vera Guevara RGB,3,0,8305,4000,12305,3499.318359375,701.2511596679688,3352.775146484375,8844.629943847656,3645.861572265625,9167.872375488281,3499.318359375,9006.251159667969,-79.59112211358774,-1.1990509275189092
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,3332.557861328125,19.09241104125977,3661.39013671875,364.6164245605469,0.5312105417251587,Carlos Vera Guevara RGB,3,0,8305,4000,12305,3496.9739990234375,191.85441780090332,3332.557861328125,8324.09241104126,3661.39013671875,8669.616424560547,3496.9739990234375,8496.854417800903,-79.59112235430126,-1.1989985873003286
